,id_endereco,cidade,estado,uf,id_fornecedor,id_produto,nome,qtde,id_ordens,data_pagamento,valor_total,status_pagamento,id_usuario,hora_compra,dia_compra,mês_compra,cep
47,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e468bde4292002135c1f0,Kit com 12 brigadeiros,1,6091b306ab17790021276969,2021-04-05 20:56:00,30.1,REFUSED,6091b2b5ab1779002127680f,20,5,4,9000001.0
48,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e468bde4292002135c1f0,Kit com 12 brigadeiros,1,6091b306ab17790021276969,2021-04-05 21:10:00,30.1,PAID,6091b2b5ab1779002127680f,21,5,4,9000001.0
49,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e468bde4292002135c1f0,Kit com 12 brigadeiros,1,6092b73104aa8f00215c8e7f,2021-05-05 15:36:00,35.6,PAID,608ab01682095f00216ead5d,15,5,5,9000001.0
50,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e468bde4292002135c1f0,Kit com 12 brigadeiros,1,60981d9f4289000021398707,2021-09-05 17:41:00,40.1,PAID,60981be44289000021398561,17,5,9,9000001.0
51,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e468bde4292002135c1f0,Kit com 12 brigadeiros,1,60ae9001bd51fe002100f1f2,2021-05-26 18:20:00,35.7,REFUSED,608ab01682095f00216ead5d,18,26,5,9000001.0
52,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e468bde4292002135c1f0,Kit com 12 brigadeiros,1,60ae9001bd51fe002100f1f2,2021-05-26 18:23:00,35.7,PAID,608ab01682095f00216ead5d,18,26,5,9000001.0
53,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e468bde4292002135c1f0,Kit com 12 brigadeiros,2,60b130fcb84752002143e51a,2021-05-28 19:46:00,54.5,PAID,608ab01682095f00216ead5d,19,28,5,9000001.0
54,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e468bde4292002135c1f0,Kit com 12 brigadeiros,1,60bfb05d4646f70021f18fcf,2021-08-06 18:05:00,35.7,PAID,608ab01682095f00216ead5d,18,6,8,9000001.0
55,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e468bde4292002135c1f0,Kit com 12 brigadeiros,1,61574deceb950900226f9d4f,2021-01-10 18:09:00,47.62,PAID,608ab01682095f00216ead5d,18,10,1,9000001.0
56,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e468bde4292002135c1f0,Kit com 12 brigadeiros,1,61830ae5b830240022a6bf2c,2021-03-11 22:26:00,35.4,PAID,61788d94195b8f0022119725,22,11,3,9000001.0
57,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61783ac9e4cc0d0022a72eb1,2021-10-26 17:44:00,1.0,PAID,61782dcae4cc0d0022a6e63f,17,26,10,9000001.0
58,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61783ff6e4cc0d0022a7593c,2021-10-26 17:54:00,1.0,PAID,61782dcae4cc0d0022a6e63f,17,26,10,9000001.0
59,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,617840d1e4cc0d0022a75e6f,2021-10-26 17:55:00,1.0,PAID,61781b8de4cc0d0022a68433,17,26,10,9000001.0
60,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178429ce4cc0d0022a7703a,2021-10-26 18:03:00,1.0,REFUSED,61782dcae4cc0d0022a6e63f,18,26,10,9000001.0
61,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178429ce4cc0d0022a7703a,2021-10-26 18:19:00,1.0,REFUSED,61782dcae4cc0d0022a6e63f,18,26,10,9000001.0
62,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,617842b6e4cc0d0022a770d1,2021-10-26 18:03:00,1.0,PAID,61781b8de4cc0d0022a68433,18,26,10,9000001.0
63,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61784301e4cc0d0022a77469,2021-10-26 18:05:00,1.0,PAID,617841ace4cc0d0022a7688b,18,26,10,9000001.0
64,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178477fe4cc0d0022a7a291,2021-10-26 18:23:00,1.0,REFUSED,617846dde4cc0d0022a79f07,18,26,10,9000001.0
65,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178477fe4cc0d0022a7a291,2021-10-26 18:24:00,1.0,REFUSED,617846dde4cc0d0022a79f07,18,26,10,9000001.0
66,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61784998e4cc0d0022a7b595,2021-10-26 18:33:00,1.0,REFUSED,61781b8de4cc0d0022a68433,18,26,10,9000001.0
67,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61784be4e4cc0d0022a7bed8,2021-10-26 18:42:00,1.0,REFUSED,6178444be4cc0d0022a78583,18,26,10,9000001.0
68,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61785312e4cc0d0022a7d616,2021-10-26 19:16:00,1.0,PAID,607e3ad4de4292002135b291,19,26,10,9000001.0
69,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178534ae4cc0d0022a7d6a7,2021-10-26 19:20:00,1.0,REFUSED,6178518de4cc0d0022a7d16c,19,26,10,9000001.0
70,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178534ae4cc0d0022a7d6a7,2021-10-26 19:21:00,1.0,REFUSED,6178518de4cc0d0022a7d16c,19,26,10,9000001.0
71,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178534ae4cc0d0022a7d6a7,2021-10-26 19:37:00,1.0,REFUSED,6178518de4cc0d0022a7d16c,19,26,10,9000001.0
72,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178534ae4cc0d0022a7d6a7,2021-10-26 19:50:00,1.0,REFUSED,6178518de4cc0d0022a7d16c,19,26,10,9000001.0
73,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178534ae4cc0d0022a7d6a7,2021-10-26 20:20:00,1.0,PAID,6178518de4cc0d0022a7d16c,20,26,10,9000001.0
74,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61785534e4cc0d0022a7dad2,2021-10-26 19:23:00,1.0,PAID,607e3ad4de4292002135b291,19,26,10,9000001.0
75,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61786214e4cc0d0022a82ba1,2021-10-27 01:28:00,3.0,PAID,609321a204aa8f00215e37e8,1,27,10,9000001.0
76,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61786ca1e4cc0d0022a879c7,2021-10-26 21:03:00,26.79,REFUSED,61786698e4cc0d0022a84c5c,21,26,10,9000001.0
77,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61786ca1e4cc0d0022a879c7,2021-10-26 21:08:00,26.79,REFUSED,61786698e4cc0d0022a84c5c,21,26,10,9000001.0
78,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61786ca1e4cc0d0022a879c7,2021-10-26 21:59:00,1.0,PAID,61786698e4cc0d0022a84c5c,21,26,10,9000001.0
79,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61786f46e4cc0d0022a88807,2021-10-26 21:17:00,1.0,PAID,6178634ce4cc0d0022a83781,21,26,10,9000001.0
80,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61787cfae4cc0d0022a8cd70,2021-10-27 01:28:00,3.0,PAID,609321a204aa8f00215e37e8,1,27,10,9000001.0
81,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61788026195b8f0022115c38,2021-10-26 22:28:00,1.0,PAID,607e3ad4de4292002135b291,22,26,10,9000001.0
82,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61788ffb195b8f0022119fb2,2021-10-26 23:50:00,1.0,PAID,61788f71195b8f0022119d8e,23,26,10,9000001.0
83,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61789305195b8f002211b6fc,2021-10-26 23:55:00,1.0,PAID,61788d94195b8f0022119725,23,26,10,9000001.0
84,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61789594195b8f002211cb6e,2021-10-26 23:59:00,1.0,REFUSED,617891d0195b8f002211ad55,23,26,10,9000001.0
85,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61789594195b8f002211cb6e,2021-10-26 23:59:00,1.0,REFUSED,617891d0195b8f002211ad55,23,26,10,9000001.0
86,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61789594195b8f002211cb6e,2021-10-27 00:00:00,1.0,REFUSED,617891d0195b8f002211ad55,0,27,10,9000001.0
87,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,61789594195b8f002211cb6e,2021-10-27 00:01:00,1.0,REFUSED,617891d0195b8f002211ad55,0,27,10,9000001.0
88,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178a9c1195b8f002212558e,2021-10-27 01:28:00,3.0,PAID,609321a204aa8f00215e37e8,1,27,10,9000001.0
89,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178aab7195b8f0022125cec,2021-10-27 01:34:00,1.0,REFUSED,6092d79204aa8f00215d1226,1,27,10,9000001.0
90,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178aab7195b8f0022125cec,2021-10-27 01:34:00,1.0,REFUSED,6092d79204aa8f00215d1226,1,27,10,9000001.0
91,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178aab7195b8f0022125cec,2021-10-27 01:35:00,1.0,REFUSED,6092d79204aa8f00215d1226,1,27,10,9000001.0
92,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178aab7195b8f0022125cec,2021-10-27 01:35:00,1.0,REFUSED,6092d79204aa8f00215d1226,1,27,10,9000001.0
93,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178aab7195b8f0022125cec,2021-10-27 01:37:00,1.0,REFUSED,6092d79204aa8f00215d1226,1,27,10,9000001.0
94,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178aab7195b8f0022125cec,2021-10-27 01:50:00,22.0,REFUSED,6092d79204aa8f00215d1226,1,27,10,9000001.0
95,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178aab7195b8f0022125cec,2021-10-27 01:55:00,22.0,REFUSED,6092d79204aa8f00215d1226,1,27,10,9000001.0
96,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178afc8195b8f002212748a,2021-10-27 01:50:00,22.0,REFUSED,6092d79204aa8f00215d1226,1,27,10,9000001.0
97,607e3d63de4292002135b6ef,Santo André,São Paulo,SP,607e3d63de4292002135b6ee,607e47bade4292002135c35a,Kit com 6 brigadeiros,1,6178afc8195b8f002212748a,2021-10-27 01:55:00,22.0,REFUSED,6092d79204aa8f00215d1226,1,27,10,9000001.0
